x,t = 15s,t = 30s,t = 60s,t = 90s,t = 150s,t = 210s
0.022892,25.7718,31.4265,38.6294,42.4611,45.582,46.4645
0.022896,25.7708,31.4253,38.6282,42.46,45.5809,46.4633
0.0229,25.7697,31.4242,38.6271,42.4589,45.5798,46.4622
0.022904,25.7687,31.4231,38.626,42.4577,45.5786,46.4611
0.022908,25.7676,31.4219,38.6248,42.4566,45.5775,46.4599
0.022912,25.7666,31.4208,38.6237,42.4555,45.5764,46.4588
0.022916,25.7655,31.4197,38.6226,42.4543,45.5752,46.4577
0.02292,25.7645,31.4185,38.6214,42.4532,45.5741,46.4565
0.022924,25.7634,31.4174,38.6203,42.4521,45.573,46.4554
0.022928,25.7624,31.4163,38.6192,42.4509,45.5718,46.4543
0.022932,25.7613,31.4152,38.618,42.4498,45.5707,46.4531
0.022936,25.7603,31.414,38.6169,42.4487,45.5696,46.452
0.02294,25.7592,31.4129,38.6158,42.4475,45.5684,46.4509
0.022944,25.7582,31.4118,38.6146,42.4464,45.5673,46.4497
0.022948,25.7572,31.4106,38.6135,42.4453,45.5662,46.4486
0.022952,25.7561,31.4095,38.6124,42.4441,45.565,46.4475
0.022956,25.7551,31.4084,38.6112,42.443,45.5639,46.4463
0.02296,25.754,31.4073,38.6101,42.4419,45.5628,46.4452
0.022964,25.753,31.4061,38.609,42.4407,45.5616,46.4441
0.022968,25.7519,31.405,38.6079,42.4396,45.5605,46.4429
0.022972,25.7509,31.4039,38.6067,42.4385,45.5594,46.4418
0.022976,25.7498,31.4028,38.6056,42.4373,45.5583,46.4407
0.02298,25.7488,31.4016,38.6045,42.4362,45.5571,46.4396
0.022984,25.7477,31.4005,38.6033,42.4351,45.556,46.4384
0.022988,25.7467,31.3994,38.6022,42.434,45.5549,46.4373
0.022992,25.7457,31.3983,38.6011,42.4328,45.5537,46.4362
0.022996,25.7446,31.3971,38.5999,42.4317,45.5526,46.435
0.023,25.7436,31.396,38.5988,42.4306,45.5515,46.4339
0.023004,25.7425,31.3949,38.5977,42.4294,45.5504,46.4328
0.023008,25.7415,31.3938,38.5966,42.4283,45.5492,46.4317
0.023012,25.7404,31.3926,38.5954,42.4272,45.5481,46.4305
0.023016,25.7394,31.3915,38.5943,42.4261,45.547,46.4294
0.02302,25.7384,31.3904,38.5932,42.4249,45.5458,46.4283
0.023024,25.7373,31.3893,38.5921,42.4238,45.5447,46.4271
0.023028,25.7363,31.3882,38.5909,42.4227,45.5436,46.426
0.023032,25.7352,31.387,38.5898,42.4216,45.5425,46.4249
0.023036,25.7342,31.3859,38.5887,42.4204,45.5413,46.4238
0.02304,25.7332,31.3848,38.5875,42.4193,45.5402,46.4226
0.023044,25.7321,31.3837,38.5864,42.4182,45.5391,46.4215
0.023048,25.7311,31.3825,38.5853,42.417,45.538,46.4204
0.023052,25.73,31.3814,38.5842,42.4159,45.5368,46.4193
0.023056,25.729,31.3803,38.583,42.4148,45.5357,46.4181
0.02306,25.728,31.3792,38.5819,42.4137,45.5346,46.417
0.023064,25.7269,31.3781,38.5808,42.4126,45.5335,46.4159
0.023068,25.7259,31.3769,38.5797,42.4114,45.5323,46.4148
0.023072,25.7249,31.3758,38.5786,42.4103,45.5312,46.4136
0.023076,25.7238,31.3747,38.5774,42.4092,45.5301,46.4125
0.02308,25.7228,31.3736,38.5763,42.4081,45.529,46.4114
0.023084,25.7217,31.3725,38.5752,42.4069,45.5279,46.4103
0.023088,25.7207,31.3714,38.5741,42.4058,45.5267,46.4092
0.023092,25.7197,31.3702,38.5729,42.4047,45.5256,46.408
0.023096,25.7186,31.3691,38.5718,42.4036,45.5245,46.4069
0.0231,25.7176,31.368,38.5707,42.4025,45.5234,46.4058
0.023104,25.7166,31.3669,38.5696,42.4013,45.5222,46.4047
0.023108,25.7155,31.3658,38.5685,42.4002,45.5211,46.4035
0.023112,25.7145,31.3647,38.5673,42.3991,45.52,46.4024
0.023116,25.7135,31.3635,38.5662,42.398,45.5189,46.4013
0.02312,25.7124,31.3624,38.5651,42.3968,45.5178,46.4002
0.023124,25.7114,31.3613,38.564,42.3957,45.5166,46.3991
0.023128,25.7104,31.3602,38.5629,42.3946,45.5155,46.3979
0.023132,25.7093,31.3591,38.5617,42.3935,45.5144,46.3968
0.023136,25.7083,31.358,38.5606,42.3924,45.5133,46.3957
0.02314,25.7073,31.3568,38.5595,42.3913,45.5122,46.3946
0.023144,25.7062,31.3557,38.5584,42.3901,45.511,46.3935
0.023148,25.7052,31.3546,38.5573,42.389,45.5099,46.3924
0.023152,25.7042,31.3535,38.5561,42.3879,45.5088,46.3912
0.023156,25.7031,31.3524,38.555,42.3868,45.5077,46.3901
0.02316,25.7021,31.3513,38.5539,42.3857,45.5066,46.389
0.023164,25.7011,31.3502,38.5528,42.3845,45.5055,46.3879
0.023168,25.7,31.3491,38.5517,42.3834,45.5043,46.3868
0.023172,25.699,31.3479,38.5506,42.3823,45.5032,46.3857
0.023176,25.698,31.3468,38.5494,42.3812,45.5021,46.3845
0.02318,25.6969,31.3457,38.5483,42.3801,45.501,46.3834
0.023184,25.6959,31.3446,38.5472,42.379,45.4999,46.3823
0.023188,25.6949,31.3435,38.5461,42.3779,45.4988,46.3812
0.023192,25.6938,31.3424,38.545,42.3767,45.4977,46.3801
0.023196,25.6928,31.3413,38.5439,42.3756,45.4965,46.379
0.0232,25.6918,31.3402,38.5428,42.3745,45.4954,46.3778
0.023204,25.6908,31.3391,38.5416,42.3734,45.4943,46.3767
0.023208,25.6897,31.3379,38.5405,42.3723,45.4932,46.3756
0.023212,25.6887,31.3368,38.5394,42.3712,45.4921,46.3745
0.023216,25.6877,31.3357,38.5383,42.3701,45.491,46.3734
0.02322,25.6866,31.3346,38.5372,42.3689,45.4899,46.3723
0.023224,25.6856,31.3335,38.5361,42.3678,45.4887,46.3712
0.023228,25.6846,31.3324,38.535,42.3667,45.4876,46.3701
0.023232,25.6836,31.3313,38.5339,42.3656,45.4865,46.3689
0.023236,25.6825,31.3302,38.5327,42.3645,45.4854,46.3678
0.02324,25.6815,31.3291,38.5316,42.3634,45.4843,46.3667
0.023244,25.6805,31.328,38.5305,42.3623,45.4832,46.3656
0.023248,25.6795,31.3269,38.5294,42.3612,45.4821,46.3645
0.023252,25.6784,31.3258,38.5283,42.36,45.481,46.3634
0.023256,25.6774,31.3247,38.5272,42.3589,45.4799,46.3623
0.02326,25.6764,31.3236,38.5261,42.3578,45.4787,46.3612
0.023264,25.6754,31.3224,38.525,42.3567,45.4776,46.3601
0.023268,25.6743,31.3213,38.5239,42.3556,45.4765,46.3589
0.023272,25.6733,31.3202,38.5227,42.3545,45.4754,46.3578
0.023276,25.6723,31.3191,38.5216,42.3534,45.4743,46.3567
0.02328,25.6713,31.318,38.5205,42.3523,45.4732,46.3556
0.023284,25.6702,31.3169,38.5194,42.3512,45.4721,46.3545
0.023288,25.6692,31.3158,38.5183,42.3501,45.471,46.3534
0.023292,25.6682,31.3147,38.5172,42.349,45.4699,46.3523
0.023296,25.6672,31.3136,38.5161,42.3479,45.4688,46.3512
0.0233,25.6662,31.3125,38.515,42.3467,45.4677,46.3501
0.023304,25.6651,31.3114,38.5139,42.3456,45.4665,46.349
0.023308,25.6641,31.3103,38.5128,42.3445,45.4654,46.3479
0.023312,25.6631,31.3092,38.5117,42.3434,45.4643,46.3468
0.023316,25.6621,31.3081,38.5106,42.3423,45.4632,46.3457
0.02332,25.661,31.307,38.5095,42.3412,45.4621,46.3446
0.023324,25.66,31.3059,38.5084,42.3401,45.461,46.3434
0.023328,25.659,31.3048,38.5072,42.339,45.4599,46.3423
0.023332,25.658,31.3037,38.5061,42.3379,45.4588,46.3412
0.023336,25.657,31.3026,38.505,42.3368,45.4577,46.3401
0.02334,25.6559,31.3015,38.5039,42.3357,45.4566,46.339
0.023344,25.6549,31.3004,38.5028,42.3346,45.4555,46.3379
0.023348,25.6539,31.2993,38.5017,42.3335,45.4544,46.3368
0.023352,25.6529,31.2982,38.5006,42.3324,45.4533,46.3357
0.023356,25.6519,31.2971,38.4995,42.3313,45.4522,46.3346
0.02336,25.6509,31.296,38.4984,42.3302,45.4511,46.3335
0.023364,25.6498,31.2949,38.4973,42.3291,45.45,46.3324
0.023368,25.6488,31.2938,38.4962,42.328,45.4489,46.3313
0.023372,25.6478,31.2927,38.4951,42.3269,45.4478,46.3302
0.023376,25.6468,31.2916,38.494,42.3258,45.4467,46.3291
0.02338,25.6458,31.2905,38.4929,42.3247,45.4456,46.328
0.023384,25.6448,31.2894,38.4918,42.3236,45.4445,46.3269
0.023388,25.6437,31.2883,38.4907,42.3225,45.4434,46.3258
0.023392,25.6427,31.2872,38.4896,42.3214,45.4423,46.3247
0.023396,25.6417,31.2861,38.4885,42.3203,45.4412,46.3236
0.0234,25.6407,31.285,38.4874,42.3192,45.4401,46.3225
0.023404,25.6397,31.2839,38.4863,42.3181,45.439,46.3214
0.023408,25.6387,31.2828,38.4852,42.317,45.4379,46.3203
0.023412,25.6376,31.2817,38.4841,42.3159,45.4368,46.3192
0.023416,25.6366,31.2806,38.483,42.3148,45.4357,46.3181
0.02342,25.6356,31.2796,38.4819,42.3137,45.4346,46.317
0.023424,25.6346,31.2785,38.4808,42.3126,45.4335,46.3159
0.023428,25.6336,31.2774,38.4797,42.3115,45.4324,46.3148
0.023432,25.6326,31.2763,38.4786,42.3104,45.4313,46.3137
0.023436,25.6316,31.2752,38.4775,42.3093,45.4302,46.3126
0.02344,25.6306,31.2741,38.4764,42.3082,45.4291,46.3115
0.023444,25.6295,31.273,38.4753,42.3071,45.428,46.3104
0.023448,25.6285,31.2719,38.4742,42.306,45.4269,46.3093
0.023452,25.6275,31.2708,38.4731,42.3049,45.4258,46.3082
0.023456,25.6265,31.2697,38.472,42.3038,45.4247,46.3071
0.02346,25.6255,31.2686,38.4709,42.3027,45.4236,46.306
0.023464,25.6245,31.2675,38.4698,42.3016,45.4225,46.3049
0.023468,25.6235,31.2664,38.4687,42.3005,45.4214,46.3038
0.023472,25.6225,31.2653,38.4676,42.2994,45.4203,46.3027
0.023476,25.6214,31.2643,38.4666,42.2983,45.4192,46.3016
0.02348,25.6204,31.2632,38.4655,42.2972,45.4181,46.3005
0.023484,25.6194,31.2621,38.4644,42.2961,45.417,46.2995
0.023488,25.6184,31.261,38.4633,42.295,45.4159,46.2984
0.023492,25.6174,31.2599,38.4622,42.2939,45.4148,46.2973
0.023496,25.6164,31.2588,38.4611,42.2928,45.4137,46.2962
0.0235,25.6154,31.2577,38.46,42.2917,45.4127,46.2951
0.023504,25.6144,31.2566,38.4589,42.2906,45.4116,46.294
0.023508,25.6134,31.2555,38.4578,42.2896,45.4105,46.2929
0.023512,25.6124,31.2545,38.4567,42.2885,45.4094,46.2918
0.023516,25.6114,31.2534,38.4556,42.2874,45.4083,46.2907
0.02352,25.6104,31.2523,38.4545,42.2863,45.4072,46.2896
0.023524,25.6094,31.2512,38.4534,42.2852,45.4061,46.2885
0.023528,25.6083,31.2501,38.4523,42.2841,45.405,46.2874
0.023532,25.6073,31.249,38.4513,42.283,45.4039,46.2863
0.023536,25.6063,31.2479,38.4502,42.2819,45.4028,46.2853
0.02354,25.6053,31.2468,38.4491,42.2808,45.4017,46.2842
0.023544,25.6043,31.2458,38.448,42.2797,45.4006,46.2831
0.023548,25.6033,31.2447,38.4469,42.2786,45.3996,46.282
0.023552,25.6023,31.2436,38.4458,42.2776,45.3985,46.2809
0.023556,25.6013,31.2425,38.4447,42.2765,45.3974,46.2798
0.02356,25.6003,31.2414,38.4436,42.2754,45.3963,46.2787
0.023564,25.5993,31.2403,38.4425,42.2743,45.3952,46.2776
0.023568,25.5983,31.2392,38.4414,42.2732,45.3941,46.2765
0.023572,25.5973,31.2382,38.4404,42.2721,45.393,46.2754
0.023576,25.5963,31.2371,38.4393,42.271,45.3919,46.2744
0.02358,25.5953,31.236,38.4382,42.2699,45.3908,46.2733
0.023584,25.5943,31.2349,38.4371,42.2688,45.3898,46.2722
0.023588,25.5933,31.2338,38.436,42.2678,45.3887,46.2711
0.023592,25.5923,31.2327,38.4349,42.2667,45.3876,46.27
0.023596,25.5913,31.2317,38.4338,42.2656,45.3865,46.2689
0.0236,25.5903,31.2306,38.4328,42.2645,45.3854,46.2678
0.023604,25.5893,31.2295,38.4317,42.2634,45.3843,46.2668
0.023608,25.5883,31.2284,38.4306,42.2623,45.3832,46.2657
0.023612,25.5873,31.2273,38.4295,42.2612,45.3822,46.2646
0.023616,25.5863,31.2263,38.4284,42.2602,45.3811,46.2635
0.02362,25.5853,31.2252,38.4273,42.2591,45.38,46.2624
0.023624,25.5843,31.2241,38.4262,42.258,45.3789,46.2613
0.023628,25.5833,31.223,38.4252,42.2569,45.3778,46.2602
0.023632,25.5823,31.2219,38.4241,42.2558,45.3767,46.2592
0.023636,25.5813,31.2209,38.423,42.2547,45.3756,46.2581
0.02364,25.5803,31.2198,38.4219,42.2537,45.3746,46.257
0.023644,25.5793,31.2187,38.4208,42.2526,45.3735,46.2559
0.023648,25.5783,31.2176,38.4197,42.2515,45.3724,46.2548
0.023652,25.5773,31.2165,38.4187,42.2504,45.3713,46.2537
0.023656,25.5763,31.2155,38.4176,42.2493,45.3702,46.2527
0.02366,25.5753,31.2144,38.4165,42.2482,45.3692,46.2516
0.023664,25.5743,31.2133,38.4154,42.2472,45.3681,46.2505
0.023668,25.5733,31.2122,38.4143,42.2461,45.367,46.2494
0.023672,25.5723,31.2112,38.4132,42.245,45.3659,46.2483
0.023676,25.5713,31.2101,38.4122,42.2439,45.3648,46.2473
0.02368,25.5703,31.209,38.4111,42.2428,45.3637,46.2462
0.023684,25.5693,31.2079,38.41,42.2418,45.3627,46.2451
0.023688,25.5683,31.2069,38.4089,42.2407,45.3616,46.244
0.023692,25.5673,31.2058,38.4078,42.2396,45.3605,46.2429
0.023696,25.5663,31.2047,38.4068,42.2385,45.3594,46.2419
0.0237,25.5653,31.2036,38.4057,42.2374,45.3583,46.2408
0.023704,25.5643,31.2026,38.4046,42.2364,45.3573,46.2397
0.023708,25.5633,31.2015,38.4035,42.2353,45.3562,46.2386
0.023712,25.5623,31.2004,38.4025,42.2342,45.3551,46.2375
0.023716,25.5613,31.1993,38.4014,42.2331,45.354,46.2365
0.02372,25.5604,31.1983,38.4003,42.232,45.353,46.2354
0.023724,25.5594,31.1972,38.3992,42.231,45.3519,46.2343
0.023728,25.5584,31.1961,38.3981,42.2299,45.3508,46.2332
0.023732,25.5574,31.195,38.3971,42.2288,45.3497,46.2322
0.023736,25.5564,31.194,38.396,42.2277,45.3486,46.2311
0.02374,25.5554,31.1929,38.3949,42.2267,45.3476,46.23
0.023744,25.5544,31.1918,38.3938,42.2256,45.3465,46.2289
0.023748,25.5534,31.1908,38.3928,42.2245,45.3454,46.2278
0.023752,25.5524,31.1897,38.3917,42.2234,45.3443,46.2268
0.023756,25.5514,31.1886,38.3906,42.2224,45.3433,46.2257
0.02376,25.5504,31.1875,38.3895,42.2213,45.3422,46.2246
0.023764,25.5494,31.1865,38.3885,42.2202,45.3411,46.2235
0.023768,25.5484,31.1854,38.3874,42.2191,45.34,46.2225
0.023772,25.5475,31.1843,38.3863,42.2181,45.339,46.2214
0.023776,25.5465,31.1833,38.3852,42.217,45.3379,46.2203
0.02378,25.5455,31.1822,38.3842,42.2159,45.3368,46.2193
0.023784,25.5445,31.1811,38.3831,42.2148,45.3358,46.2182
0.023788,25.5435,31.1801,38.382,42.2138,45.3347,46.2171
0.023792,25.5425,31.179,38.3809,42.2127,45.3336,46.216
0.023796,25.5415,31.1779,38.3799,42.2116,45.3325,46.215
0.0238,25.5405,31.1768,38.3788,42.2105,45.3315,46.2139
0.023804,25.5396,31.1758,38.3777,42.2095,45.3304,46.2128
0.023808,25.5386,31.1747,38.3767,42.2084,45.3293,46.2117
0.023812,25.5376,31.1736,38.3756,42.2073,45.3282,46.2107
0.023816,25.5366,31.1726,38.3745,42.2063,45.3272,46.2096
0.02382,25.5356,31.1715,38.3734,42.2052,45.3261,46.2085
0.023824,25.5346,31.1704,38.3724,42.2041,45.325,46.2075
0.023828,25.5336,31.1694,38.3713,42.2031,45.324,46.2064
0.023832,25.5326,31.1683,38.3702,42.202,45.3229,46.2053
0.023836,25.5317,31.1672,38.3692,42.2009,45.3218,46.2043
0.02384,25.5307,31.1662,38.3681,42.1998,45.3208,46.2032
0.023844,25.5297,31.1651,38.367,42.1988,45.3197,46.2021
0.023848,25.5287,31.1641,38.366,42.1977,45.3186,46.201
0.023852,25.5277,31.163,38.3649,42.1966,45.3175,46.2
0.023856,25.5267,31.1619,38.3638,42.1956,45.3165,46.1989
0.02386,25.5258,31.1609,38.3627,42.1945,45.3154,46.1978
0.023864,25.5248,31.1598,38.3617,42.1934,45.3143,46.1968
0.023868,25.5238,31.1587,38.3606,42.1924,45.3133,46.1957
0.023872,25.5228,31.1577,38.3595,42.1913,45.3122,46.1946
0.023876,25.5218,31.1566,38.3585,42.1902,45.3111,46.1936
0.02388,25.5208,31.1555,38.3574,42.1892,45.3101,46.1925
0.023884,25.5199,31.1545,38.3563,42.1881,45.309,46.1914
0.023888,25.5189,31.1534,38.3553,42.187,45.3079,46.1904
0.023892,25.5179,31.1524,38.3542,42.186,45.3069,46.1893
0.023896,25.5169,31.1513,38.3532,42.1849,45.3058,46.1882
0.0239,25.5159,31.1502,38.3521,42.1838,45.3047,46.1872
0.023904,25.5149,31.1492,38.351,42.1828,45.3037,46.1861
0.023908,25.514,31.1481,38.35,42.1817,45.3026,46.185
0.023912,25.513,31.1471,38.3489,42.1806,45.3016,46.184
0.023916,25.512,31.146,38.3478,42.1796,45.3005,46.1829
0.02392,25.511,31.1449,38.3468,42.1785,45.2994,46.1819
0.023924,25.51,31.1439,38.3457,42.1774,45.2984,46.1808
0.023928,25.5091,31.1428,38.3446,42.1764,45.2973,46.1797
0.023932,25.5081,31.1418,38.3436,42.1753,45.2962,46.1787
0.023936,25.5071,31.1407,38.3425,42.1743,45.2952,46.1776
0.02394,25.5061,31.1396,38.3414,42.1732,45.2941,46.1765
0.023944,25.5052,31.1386,38.3404,42.1721,45.293,46.1755
0.023948,25.5042,31.1375,38.3393,42.1711,45.292,46.1744
0.023952,25.5032,31.1365,38.3383,42.17,45.2909,46.1734
0.023956,25.5022,31.1354,38.3372,42.169,45.2899,46.1723
0.02396,25.5012,31.1344,38.3361,42.1679,45.2888,46.1712
0.023964,25.5003,31.1333,38.3351,42.1668,45.2877,46.1702
0.023968,25.4993,31.1322,38.334,42.1658,45.2867,46.1691
0.023972,25.4983,31.1312,38.333,42.1647,45.2856,46.168
0.023976,25.4973,31.1301,38.3319,42.1636,45.2846,46.167
0.02398,25.4964,31.1291,38.3308,42.1626,45.2835,46.1659
0.023984,25.4954,31.128,38.3298,42.1615,45.2824,46.1649
0.023988,25.4944,31.127,38.3287,42.1605,45.2814,46.1638
0.023992,25.4934,31.1259,38.3277,42.1594,45.2803,46.1628
0.023996,25.4925,31.1249,38.3266,42.1584,45.2793,46.1617
0.024,25.4915,31.1238,38.3255,42.1573,45.2782,46.1606
0.024004,25.4905,31.1228,38.3245,42.1562,45.2772,46.1596
0.024008,25.4895,31.1217,38.3234,42.1552,45.2761,46.1585
0.024012,25.4886,31.1206,38.3224,42.1541,45.275,46.1575
0.024016,25.4876,31.1196,38.3213,42.1531,45.274,46.1564
0.02402,25.4866,31.1185,38.3203,42.152,45.2729,46.1553
0.024024,25.4856,31.1175,38.3192,42.151,45.2719,46.1543
0.024028,25.4847,31.1164,38.3181,42.1499,45.2708,46.1532
0.024032,25.4837,31.1154,38.3171,42.1488,45.2698,46.1522
0.024036,25.4827,31.1143,38.316,42.1478,45.2687,46.1511
0.02404,25.4818,31.1133,38.315,42.1467,45.2676,46.1501
0.024044,25.4808,31.1122,38.3139,42.1457,45.2666,46.149
0.024048,25.4798,31.1112,38.3129,42.1446,45.2655,46.148
0.024052,25.4788,31.1101,38.3118,42.1436,45.2645,46.1469
0.024056,25.4779,31.1091,38.3108,42.1425,45.2634,46.1459
0.02406,25.4769,31.108,38.3097,42.1415,45.2624,46.1448
0.024064,25.4759,31.107,38.3087,42.1404,45.2613,46.1437
0.024068,25.475,31.1059,38.3076,42.1393,45.2603,46.1427
0.024072,25.474,31.1049,38.3065,42.1383,45.2592,46.1416
0.024076,25.473,31.1038,38.3055,42.1372,45.2582,46.1406
0.02408,25.4721,31.1028,38.3044,42.1362,45.2571,46.1395
0.024084,25.4711,31.1017,38.3034,42.1351,45.2561,46.1385
0.024088,25.4701,31.1007,38.3023,42.1341,45.255,46.1374
0.024092,25.4691,31.0996,38.3013,42.133,45.2539,46.1364
0.024096,25.4682,31.0986,38.3002,42.132,45.2529,46.1353
0.0241,25.4672,31.0975,38.2992,42.1309,45.2518,46.1343
0.024104,25.4662,31.0965,38.2981,42.1299,45.2508,46.1332
0.024108,25.4653,31.0955,38.2971,42.1288,45.2497,46.1322
0.024112,25.4643,31.0944,38.296,42.1278,45.2487,46.1311
0.024116,25.4633,31.0934,38.295,42.1267,45.2476,46.1301
0.02412,25.4624,31.0923,38.2939,42.1257,45.2466,46.129
0.024124,25.4614,31.0913,38.2929,42.1246,45.2455,46.128
0.024128,25.4604,31.0902,38.2918,42.1236,45.2445,46.1269
0.024132,25.4595,31.0892,38.2908,42.1225,45.2434,46.1259
0.024136,25.4585,31.0881,38.2897,42.1215,45.2424,46.1248
0.02414,25.4575,31.0871,38.2887,42.1204,45.2413,46.1238
0.024144,25.4566,31.086,38.2876,42.1194,45.2403,46.1227
0.024148,25.4556,31.085,38.2866,42.1183,45.2393,46.1217
0.024152,25.4547,31.084,38.2855,42.1173,45.2382,46.1206
0.024156,25.4537,31.0829,38.2845,42.1162,45.2372,46.1196
0.02416,25.4527,31.0819,38.2834,42.1152,45.2361,46.1185
0.024164,25.4518,31.0808,38.2824,42.1141,45.2351,46.1175
0.024168,25.4508,31.0798,38.2814,42.1131,45.234,46.1164
0.024172,25.4498,31.0787,38.2803,42.1121,45.233,46.1154
0.024176,25.4489,31.0777,38.2793,42.111,45.2319,46.1144
0.02418,25.4479,31.0767,38.2782,42.11,45.2309,46.1133
0.024184,25.4469,31.0756,38.2772,42.1089,45.2298,46.1123
0.024188,25.446,31.0746,38.2761,42.1079,45.2288,46.1112
0.024192,25.445,31.0735,38.2751,42.1068,45.2277,46.1102
0.024196,25.4441,31.0725,38.274,42.1058,45.2267,46.1091
0.0242,25.4431,31.0715,38.273,42.1047,45.2257,46.1081
0.024204,25.4421,31.0704,38.2719,42.1037,45.2246,46.107
0.024208,25.4412,31.0694,38.2709,42.1027,45.2236,46.106
0.024212,25.4402,31.0683,38.2699,42.1016,45.2225,46.105
0.024216,25.4393,31.0673,38.2688,42.1006,45.2215,46.1039
0.02422,25.4383,31.0663,38.2678,42.0995,45.2204,46.1029
0.024224,25.4373,31.0652,38.2667,42.0985,45.2194,46.1018
0.024228,25.4364,31.0642,38.2657,42.0974,45.2184,46.1008
0.024232,25.4354,31.0631,38.2646,42.0964,45.2173,46.0997
0.024236,25.4345,31.0621,38.2636,42.0954,45.2163,46.0987
0.02424,25.4335,31.0611,38.2626,42.0943,45.2152,46.0977
0.024244,25.4326,31.06,38.2615,42.0933,45.2142,46.0966
0.024248,25.4316,31.059,38.2605,42.0922,45.2131,46.0956
0.024252,25.4306,31.058,38.2594,42.0912,45.2121,46.0945
0.024256,25.4297,31.0569,38.2584,42.0902,45.2111,46.0935
0.02426,25.4287,31.0559,38.2574,42.0891,45.21,46.0925
0.024264,25.4278,31.0549,38.2563,42.0881,45.209,46.0914
0.024268,25.4268,31.0538,38.2553,42.087,45.2079,46.0904
0.024272,25.4259,31.0528,38.2542,42.086,45.2069,46.0893
0.024276,25.4249,31.0518,38.2532,42.085,45.2059,46.0883
0.02428,25.4239,31.0507,38.2522,42.0839,45.2048,46.0873
0.024284,25.423,31.0497,38.2511,42.0829,45.2038,46.0862
0.024288,25.422,31.0486,38.2501,42.0818,45.2028,46.0852
0.024292,25.4211,31.0476,38.2491,42.0808,45.2017,46.0841
0.024296,25.4201,31.0466,38.248,42.0798,45.2007,46.0831
0.0243,25.4192,31.0455,38.247,42.0787,45.1996,46.0821
0.024304,25.4182,31.0445,38.2459,42.0777,45.1986,46.081
0.024308,25.4173,31.0435,38.2449,42.0767,45.1976,46.08
0.024312,25.4163,31.0425,38.2439,42.0756,45.1965,46.079
0.024316,25.4154,31.0414,38.2428,42.0746,45.1955,46.0779
0.02432,25.4144,31.0404,38.2418,42.0735,45.1945,46.0769
0.024324,25.4134,31.0394,38.2408,42.0725,45.1934,46.0758
0.024328,25.4125,31.0383,38.2397,42.0715,45.1924,46.0748
0.024332,25.4115,31.0373,38.2387,42.0704,45.1914,46.0738
0.024336,25.4106,31.0363,38.2377,42.0694,45.1903,46.0727
0.02434,25.4096,31.0352,38.2366,42.0684,45.1893,46.0717
0.024344,25.4087,31.0342,38.2356,42.0673,45.1882,46.0707
0.024348,25.4077,31.0332,38.2346,42.0663,45.1872,46.0696
0.024352,25.4068,31.0321,38.2335,42.0653,45.1862,46.0686
0.024356,25.4058,31.0311,38.2325,42.0642,45.1851,46.0676
0.02436,25.4049,31.0301,38.2315,42.0632,45.1841,46.0665
0.024364,25.4039,31.0291,38.2304,42.0622,45.1831,46.0655
0.024368,25.403,31.028,38.2294,42.0611,45.182,46.0645
0.024372,25.402,31.027,38.2284,42.0601,45.181,46.0634
0.024376,25.4011,31.026,38.2273,42.0591,45.18,46.0624
0.02438,25.4001,31.0249,38.2263,42.058,45.179,46.0614
0.024384,25.3992,31.0239,38.2253,42.057,45.1779,46.0603
0.024388,25.3982,31.0229,38.2242,42.056,45.1769,46.0593
0.024392,25.3973,31.0219,38.2232,42.0549,45.1759,46.0583
0.024396,25.3963,31.0208,38.2222,42.0539,45.1748,46.0573
0.0244,25.3954,31.0198,38.2211,42.0529,45.1738,46.0562
0.024404,25.3945,31.0188,38.2201,42.0519,45.1728,46.0552
0.024408,25.3935,31.0178,38.2191,42.0508,45.1717,46.0542
0.024412,25.3926,31.0167,38.218,42.0498,45.1707,46.0531
0.024416,25.3916,31.0157,38.217,42.0488,45.1697,46.0521
0.02442,25.3907,31.0147,38.216,42.0477,45.1686,46.0511
0.024424,25.3897,31.0137,38.215,42.0467,45.1676,46.05
0.024428,25.3888,31.0126,38.2139,42.0457,45.1666,46.049
0.024432,25.3878,31.0116,38.2129,42.0447,45.1656,46.048
0.024436,25.3869,31.0106,38.2119,42.0436,45.1645,46.047
0.02444,25.3859,31.0096,38.2108,42.0426,45.1635,46.0459
0.024444,25.385,31.0085,38.2098,42.0416,45.1625,46.0449
0.024448,25.3841,31.0075,38.2088,42.0405,45.1615,46.0439
0.024452,25.3831,31.0065,38.2078,42.0395,45.1604,46.0429
0.024456,25.3822,31.0055,38.2067,42.0385,45.1594,46.0418
0.02446,25.3812,31.0045,38.2057,42.0375,45.1584,46.0408
0.024464,25.3803,31.0034,38.2047,42.0364,45.1573,46.0398
0.024468,25.3793,31.0024,38.2037,42.0354,45.1563,46.0388
0.024472,25.3784,31.0014,38.2026,42.0344,45.1553,46.0377
0.024476,25.3774,31.0004,38.2016,42.0334,45.1543,46.0367
0.02448,25.3765,30.9993,38.2006,42.0323,45.1532,46.0357
0.024484,25.3756,30.9983,38.1996,42.0313,45.1522,46.0347
0.024488,25.3746,30.9973,38.1985,42.0303,45.1512,46.0336
0.024492,25.3737,30.9963,38.1975,42.0293,45.1502,46.0326
0.024496,25.3727,30.9953,38.1965,42.0282,45.1492,46.0316
0.0245,25.3718,30.9942,38.1955,42.0272,45.1481,46.0306
0.024504,25.3709,30.9932,38.1944,42.0262,45.1471,46.0295
0.024508,25.3699,30.9922,38.1934,42.0252,45.1461,46.0285
