x,t = 15s,t = 30s,t = 60s,t = 90s,t = 150s,t = 210s
0.003488,34.5722,40.5437,47.7633,51.5951,54.716,55.5984
0.003492,34.5695,40.5409,47.7606,51.5924,54.7133,55.5957
0.003496,34.5669,40.5382,47.7579,51.5897,54.7106,55.593
0.0035,34.5642,40.5355,47.7552,51.5869,54.7079,55.5903
0.003504,34.5615,40.5328,47.7524,51.5842,54.7052,55.5876
0.003508,34.5588,40.5301,47.7497,51.5815,54.7024,55.5849
0.003512,34.5561,40.5274,47.747,51.5788,54.6997,55.5822
0.003516,34.5535,40.5247,47.7443,51.5761,54.697,55.5795
0.00352,34.5508,40.522,47.7416,51.5734,54.6943,55.5768
0.003524,34.5481,40.5193,47.7389,51.5707,54.6916,55.5741
0.003528,34.5454,40.5166,47.7362,51.568,54.6889,55.5714
0.003532,34.5427,40.5139,47.7335,51.5653,54.6862,55.5687
0.003536,34.5401,40.5112,47.7308,51.5626,54.6835,55.5659
0.00354,34.5374,40.5085,47.7281,51.5599,54.6808,55.5632
0.003544,34.5347,40.5058,47.7254,51.5572,54.6781,55.5605
0.003548,34.532,40.5031,47.7227,51.5545,54.6754,55.5578
0.003552,34.5293,40.5004,47.72,51.5518,54.6727,55.5551
0.003556,34.5267,40.4977,47.7173,51.5491,54.67,55.5524
0.00356,34.524,40.495,47.7146,51.5464,54.6673,55.5497
0.003564,34.5213,40.4923,47.7119,51.5437,54.6646,55.547
0.003568,34.5186,40.4896,47.7092,51.541,54.6619,55.5443
0.003572,34.516,40.4869,47.7065,51.5383,54.6592,55.5416
0.003576,34.5133,40.4842,47.7038,51.5356,54.6565,55.5389
0.00358,34.5106,40.4815,47.7011,51.5329,54.6538,55.5362
0.003584,34.5079,40.4788,47.6984,51.5302,54.6511,55.5335
0.003588,34.5053,40.4761,47.6957,51.5275,54.6484,55.5308
0.003592,34.5026,40.4734,47.693,51.5248,54.6457,55.5281
0.003596,34.4999,40.4707,47.6903,51.5221,54.643,55.5254
0.0036,34.4972,40.468,47.6876,51.5194,54.6403,55.5227
0.003604,34.4946,40.4653,47.6849,51.5167,54.6376,55.5201
0.003608,34.4919,40.4626,47.6822,51.514,54.6349,55.5174
0.003612,34.4892,40.4599,47.6795,51.5113,54.6322,55.5147
0.003616,34.4866,40.4572,47.6768,51.5086,54.6295,55.512
0.00362,34.4839,40.4546,47.6741,51.5059,54.6268,55.5093
0.003624,34.4812,40.4519,47.6714,51.5032,54.6241,55.5066
0.003628,34.4785,40.4492,47.6687,51.5005,54.6215,55.5039
0.003632,34.4759,40.4465,47.6661,51.4978,54.6188,55.5012
0.003636,34.4732,40.4438,47.6634,51.4952,54.6161,55.4985
0.00364,34.4705,40.4411,47.6607,51.4925,54.6134,55.4958
0.003644,34.4679,40.4384,47.658,51.4898,54.6107,55.4931
0.003648,34.4652,40.4357,47.6553,51.4871,54.608,55.4904
0.003652,34.4625,40.433,47.6526,51.4844,54.6053,55.4877
0.003656,34.4599,40.4303,47.6499,51.4817,54.6026,55.485
0.00366,34.4572,40.4276,47.6472,51.479,54.5999,55.4823
0.003664,34.4545,40.4249,47.6445,51.4763,54.5972,55.4796
0.003668,34.4519,40.4223,47.6418,51.4736,54.5945,55.477
0.003672,34.4492,40.4196,47.6391,51.4709,54.5918,55.4743
0.003676,34.4465,40.4169,47.6364,51.4682,54.5892,55.4716
0.00368,34.4439,40.4142,47.6338,51.4655,54.5865,55.4689
0.003684,34.4412,40.4115,47.6311,51.4629,54.5838,55.4662
0.003688,34.4386,40.4088,47.6284,51.4602,54.5811,55.4635
0.003692,34.4359,40.4061,47.6257,51.4575,54.5784,55.4608
0.003696,34.4332,40.4034,47.623,51.4548,54.5757,55.4581
0.0037,34.4306,40.4008,47.6203,51.4521,54.573,55.4554
0.003704,34.4279,40.3981,47.6176,51.4494,54.5703,55.4528
0.003708,34.4252,40.3954,47.6149,51.4467,54.5676,55.4501
0.003712,34.4226,40.3927,47.6123,51.444,54.565,55.4474
0.003716,34.4199,40.39,47.6096,51.4414,54.5623,55.4447
0.00372,34.4173,40.3873,47.6069,51.4387,54.5596,55.442
0.003724,34.4146,40.3846,47.6042,51.436,54.5569,55.4393
0.003728,34.4119,40.382,47.6015,51.4333,54.5542,55.4366
0.003732,34.4093,40.3793,47.5988,51.4306,54.5515,55.434
0.003736,34.4066,40.3766,47.5961,51.4279,54.5488,55.4313
0.00374,34.404,40.3739,47.5935,51.4253,54.5462,55.4286
0.003744,34.4013,40.3712,47.5908,51.4226,54.5435,55.4259
0.003748,34.3987,40.3686,47.5881,51.4199,54.5408,55.4232
0.003752,34.396,40.3659,47.5854,51.4172,54.5381,55.4205
0.003756,34.3933,40.3632,47.5827,51.4145,54.5354,55.4179
0.00376,34.3907,40.3605,47.58,51.4118,54.5328,55.4152
0.003764,34.388,40.3578,47.5774,51.4092,54.5301,55.4125
0.003768,34.3854,40.3551,47.5747,51.4065,54.5274,55.4098
0.003772,34.3827,40.3525,47.572,51.4038,54.5247,55.4071
0.003776,34.3801,40.3498,47.5693,51.4011,54.522,55.4045
0.00378,34.3774,40.3471,47.5666,51.3984,54.5193,55.4018
0.003784,34.3748,40.3444,47.564,51.3958,54.5167,55.3991
0.003788,34.3721,40.3418,47.5613,51.3931,54.514,55.3964
0.003792,34.3694,40.3391,47.5586,51.3904,54.5113,55.3937
0.003796,34.3668,40.3364,47.5559,51.3877,54.5086,55.3911
0.0038,34.3641,40.3337,47.5532,51.385,54.506,55.3884
0.003804,34.3615,40.331,47.5506,51.3824,54.5033,55.3857
0.003808,34.3588,40.3284,47.5479,51.3797,54.5006,55.383
0.003812,34.3562,40.3257,47.5452,51.377,54.4979,55.3803
0.003816,34.3535,40.323,47.5425,51.3743,54.4952,55.3777
0.00382,34.3509,40.3203,47.5399,51.3717,54.4926,55.375
0.003824,34.3482,40.3177,47.5372,51.369,54.4899,55.3723
0.003828,34.3456,40.315,47.5345,51.3663,54.4872,55.3696
0.003832,34.3429,40.3123,47.5318,51.3636,54.4845,55.367
0.003836,34.3403,40.3096,47.5292,51.361,54.4819,55.3643
0.00384,34.3376,40.307,47.5265,51.3583,54.4792,55.3616
0.003844,34.335,40.3043,47.5238,51.3556,54.4765,55.3589
0.003848,34.3323,40.3016,47.5211,51.3529,54.4738,55.3563
0.003852,34.3297,40.299,47.5185,51.3503,54.4712,55.3536
0.003856,34.3271,40.2963,47.5158,51.3476,54.4685,55.3509
0.00386,34.3244,40.2936,47.5131,51.3449,54.4658,55.3483
0.003864,34.3218,40.2909,47.5104,51.3422,54.4632,55.3456
0.003868,34.3191,40.2883,47.5078,51.3396,54.4605,55.3429
0.003872,34.3165,40.2856,47.5051,51.3369,54.4578,55.3402
0.003876,34.3138,40.2829,47.5024,51.3342,54.4551,55.3376
0.00388,34.3112,40.2803,47.4998,51.3316,54.4525,55.3349
0.003884,34.3085,40.2776,47.4971,51.3289,54.4498,55.3322
0.003888,34.3059,40.2749,47.4944,51.3262,54.4471,55.3296
0.003892,34.3033,40.2723,47.4918,51.3235,54.4445,55.3269
0.003896,34.3006,40.2696,47.4891,51.3209,54.4418,55.3242
0.0039,34.298,40.2669,47.4864,51.3182,54.4391,55.3215
0.003904,34.2953,40.2643,47.4837,51.3155,54.4365,55.3189
0.003908,34.2927,40.2616,47.4811,51.3129,54.4338,55.3162
0.003912,34.29,40.2589,47.4784,51.3102,54.4311,55.3135
0.003916,34.2874,40.2563,47.4757,51.3075,54.4285,55.3109
0.00392,34.2848,40.2536,47.4731,51.3049,54.4258,55.3082
0.003924,34.2821,40.2509,47.4704,51.3022,54.4231,55.3055
0.003928,34.2795,40.2483,47.4677,51.2995,54.4205,55.3029
0.003932,34.2768,40.2456,47.4651,51.2969,54.4178,55.3002
0.003936,34.2742,40.2429,47.4624,51.2942,54.4151,55.2975
0.00394,34.2716,40.2403,47.4597,51.2915,54.4125,55.2949
0.003944,34.2689,40.2376,47.4571,51.2889,54.4098,55.2922
0.003948,34.2663,40.2349,47.4544,51.2862,54.4071,55.2896
0.003952,34.2637,40.2323,47.4518,51.2835,54.4045,55.2869
0.003956,34.261,40.2296,47.4491,51.2809,54.4018,55.2842
0.00396,34.2584,40.227,47.4464,51.2782,54.3991,55.2816
0.003964,34.2557,40.2243,47.4438,51.2756,54.3965,55.2789
0.003968,34.2531,40.2216,47.4411,51.2729,54.3938,55.2762
0.003972,34.2505,40.219,47.4384,51.2702,54.3911,55.2736
0.003976,34.2478,40.2163,47.4358,51.2676,54.3885,55.2709
0.00398,34.2452,40.2137,47.4331,51.2649,54.3858,55.2683
0.003984,34.2426,40.211,47.4305,51.2623,54.3832,55.2656
0.003988,34.2399,40.2083,47.4278,51.2596,54.3805,55.2629
0.003992,34.2373,40.2057,47.4251,51.2569,54.3778,55.2603
0.003996,34.2347,40.203,47.4225,51.2543,54.3752,55.2576
0.004,34.232,40.2004,47.4198,51.2516,54.3725,55.255
0.004004,34.2294,40.1977,47.4172,51.249,54.3699,55.2523
0.004008,34.2268,40.195,47.4145,51.2463,54.3672,55.2496
0.004012,34.2242,40.1924,47.4118,51.2436,54.3645,55.247
0.004016,34.2215,40.1897,47.4092,51.241,54.3619,55.2443
0.00402,34.2189,40.1871,47.4065,51.2383,54.3592,55.2417
0.004024,34.2163,40.1844,47.4039,51.2357,54.3566,55.239
0.004028,34.2136,40.1818,47.4012,51.233,54.3539,55.2363
0.004032,34.211,40.1791,47.3986,51.2304,54.3513,55.2337
0.004036,34.2084,40.1765,47.3959,51.2277,54.3486,55.231
0.00404,34.2057,40.1738,47.3932,51.225,54.346,55.2284
0.004044,34.2031,40.1711,47.3906,51.2224,54.3433,55.2257
0.004048,34.2005,40.1685,47.3879,51.2197,54.3406,55.2231
0.004052,34.1979,40.1658,47.3853,51.2171,54.338,55.2204
0.004056,34.1952,40.1632,47.3826,51.2144,54.3353,55.2178
0.00406,34.1926,40.1605,47.38,51.2118,54.3327,55.2151
0.004064,34.19,40.1579,47.3773,51.2091,54.33,55.2125
0.004068,34.1874,40.1552,47.3747,51.2065,54.3274,55.2098
0.004072,34.1847,40.1526,47.372,51.2038,54.3247,55.2071
0.004076,34.1821,40.1499,47.3694,51.2012,54.3221,55.2045
0.00408,34.1795,40.1473,47.3667,51.1985,54.3194,55.2018
0.004084,34.1769,40.1446,47.3641,51.1959,54.3168,55.1992
0.004088,34.1742,40.142,47.3614,51.1932,54.3141,55.1965
0.004092,34.1716,40.1393,47.3588,51.1906,54.3115,55.1939
0.004096,34.169,40.1367,47.3561,51.1879,54.3088,55.1912
0.0041,34.1664,40.134,47.3535,51.1853,54.3062,55.1886
0.004104,34.1638,40.1314,47.3508,51.1826,54.3035,55.1859
0.004108,34.1611,40.1287,47.3482,51.18,54.3009,55.1833
0.004112,34.1585,40.1261,47.3455,51.1773,54.2982,55.1806
0.004116,34.1559,40.1234,47.3429,51.1747,54.2956,55.178
0.00412,34.1533,40.1208,47.3402,51.172,54.2929,55.1753
0.004124,34.1506,40.1182,47.3376,51.1694,54.2903,55.1727
0.004128,34.148,40.1155,47.3349,51.1667,54.2876,55.1701
0.004132,34.1454,40.1129,47.3323,51.1641,54.285,55.1674
0.004136,34.1428,40.1102,47.3296,51.1614,54.2823,55.1648
0.00414,34.1402,40.1076,47.327,51.1588,54.2797,55.1621
0.004144,34.1376,40.1049,47.3243,51.1561,54.277,55.1595
0.004148,34.1349,40.1023,47.3217,51.1535,54.2744,55.1568
0.004152,34.1323,40.0996,47.319,51.1508,54.2717,55.1542
0.004156,34.1297,40.097,47.3164,51.1482,54.2691,55.1515
0.00416,34.1271,40.0944,47.3138,51.1455,54.2665,55.1489
0.004164,34.1245,40.0917,47.3111,51.1429,54.2638,55.1462
0.004168,34.1219,40.0891,47.3085,51.1403,54.2612,55.1436
0.004172,34.1192,40.0864,47.3058,51.1376,54.2585,55.141
0.004176,34.1166,40.0838,47.3032,51.135,54.2559,55.1383
0.00418,34.114,40.0811,47.3005,51.1323,54.2532,55.1357
0.004184,34.1114,40.0785,47.2979,51.1297,54.2506,55.133
0.004188,34.1088,40.0759,47.2953,51.127,54.248,55.1304
0.004192,34.1062,40.0732,47.2926,51.1244,54.2453,55.1277
0.004196,34.1036,40.0706,47.29,51.1218,54.2427,55.1251
0.0042,34.101,40.0679,47.2873,51.1191,54.24,55.1225
0.004204,34.0983,40.0653,47.2847,51.1165,54.2374,55.1198
0.004208,34.0957,40.0627,47.282,51.1138,54.2348,55.1172
0.004212,34.0931,40.06,47.2794,51.1112,54.2321,55.1145
0.004216,34.0905,40.0574,47.2768,51.1086,54.2295,55.1119
0.00422,34.0879,40.0548,47.2741,51.1059,54.2268,55.1093
0.004224,34.0853,40.0521,47.2715,51.1033,54.2242,55.1066
0.004228,34.0827,40.0495,47.2689,51.1006,54.2216,55.104
0.004232,34.0801,40.0468,47.2662,51.098,54.2189,55.1014
0.004236,34.0775,40.0442,47.2636,51.0954,54.2163,55.0987
0.00424,34.0749,40.0416,47.2609,51.0927,54.2136,55.0961
0.004244,34.0722,40.0389,47.2583,51.0901,54.211,55.0934
0.004248,34.0696,40.0363,47.2557,51.0875,54.2084,55.0908
0.004252,34.067,40.0337,47.253,51.0848,54.2057,55.0882
0.004256,34.0644,40.031,47.2504,51.0822,54.2031,55.0855
0.00426,34.0618,40.0284,47.2478,51.0796,54.2005,55.0829
0.004264,34.0592,40.0258,47.2451,51.0769,54.1978,55.0803
0.004268,34.0566,40.0231,47.2425,51.0743,54.1952,55.0776
0.004272,34.054,40.0205,47.2399,51.0717,54.1926,55.075
0.004276,34.0514,40.0179,47.2372,51.069,54.1899,55.0724
0.00428,34.0488,40.0152,47.2346,51.0664,54.1873,55.0697
0.004284,34.0462,40.0126,47.232,51.0638,54.1847,55.0671
0.004288,34.0436,40.01,47.2293,51.0611,54.182,55.0645
0.004292,34.041,40.0073,47.2267,51.0585,54.1794,55.0618
0.004296,34.0384,40.0047,47.2241,51.0559,54.1768,55.0592
0.0043,34.0358,40.0021,47.2214,51.0532,54.1741,55.0566
0.004304,34.0332,39.9995,47.2188,51.0506,54.1715,55.0539
0.004308,34.0306,39.9968,47.2162,51.048,54.1689,55.0513
0.004312,34.028,39.9942,47.2135,51.0453,54.1662,55.0487
0.004316,34.0254,39.9916,47.2109,51.0427,54.1636,55.046
0.00432,34.0228,39.9889,47.2083,51.0401,54.161,55.0434
0.004324,34.0202,39.9863,47.2057,51.0374,54.1584,55.0408
0.004328,34.0176,39.9837,47.203,51.0348,54.1557,55.0382
0.004332,34.015,39.9811,47.2004,51.0322,54.1531,55.0355
0.004336,34.0124,39.9784,47.1978,51.0296,54.1505,55.0329
0.00434,34.0098,39.9758,47.1951,51.0269,54.1478,55.0303
0.004344,34.0072,39.9732,47.1925,51.0243,54.1452,55.0276
0.004348,34.0046,39.9706,47.1899,51.0217,54.1426,55.025
0.004352,34.002,39.9679,47.1873,51.0191,54.14,55.0224
0.004356,33.9994,39.9653,47.1846,51.0164,54.1373,55.0198
0.00436,33.9968,39.9627,47.182,51.0138,54.1347,55.0171
0.004364,33.9942,39.9601,47.1794,51.0112,54.1321,55.0145
0.004368,33.9916,39.9574,47.1768,51.0086,54.1295,55.0119
0.004372,33.989,39.9548,47.1741,51.0059,54.1268,55.0093
0.004376,33.9864,39.9522,47.1715,51.0033,54.1242,55.0066
0.00438,33.9838,39.9496,47.1689,51.0007,54.1216,55.004
0.004384,33.9812,39.9469,47.1663,50.9981,54.119,55.0014
0.004388,33.9786,39.9443,47.1636,50.9954,54.1163,54.9988
0.004392,33.976,39.9417,47.161,50.9928,54.1137,54.9962
0.004396,33.9735,39.9391,47.1584,50.9902,54.1111,54.9935
0.0044,33.9709,39.9365,47.1558,50.9876,54.1085,54.9909
0.004404,33.9683,39.9338,47.1532,50.9849,54.1059,54.9883
0.004408,33.9657,39.9312,47.1505,50.9823,54.1032,54.9857
0.004412,33.9631,39.9286,47.1479,50.9797,54.1006,54.983
0.004416,33.9605,39.926,47.1453,50.9771,54.098,54.9804
0.00442,33.9579,39.9234,47.1427,50.9745,54.0954,54.9778
0.004424,33.9553,39.9207,47.14,50.9718,54.0928,54.9752
0.004428,33.9527,39.9181,47.1374,50.9692,54.0901,54.9726
0.004432,33.9501,39.9155,47.1348,50.9666,54.0875,54.9699
0.004436,33.9475,39.9129,47.1322,50.964,54.0849,54.9673
0.00444,33.945,39.9103,47.1296,50.9614,54.0823,54.9647
0.004444,33.9424,39.9077,47.127,50.9587,54.0797,54.9621
0.004448,33.9398,39.905,47.1243,50.9561,54.077,54.9595
0.004452,33.9372,39.9024,47.1217,50.9535,54.0744,54.9569
0.004456,33.9346,39.8998,47.1191,50.9509,54.0718,54.9542
0.00446,33.932,39.8972,47.1165,50.9483,54.0692,54.9516
0.004464,33.9294,39.8946,47.1139,50.9457,54.0666,54.949
0.004468,33.9269,39.892,47.1113,50.943,54.064,54.9464
0.004472,33.9243,39.8894,47.1086,50.9404,54.0613,54.9438
0.004476,33.9217,39.8867,47.106,50.9378,54.0587,54.9412
0.00448,33.9191,39.8841,47.1034,50.9352,54.0561,54.9385
0.004484,33.9165,39.8815,47.1008,50.9326,54.0535,54.9359
0.004488,33.9139,39.8789,47.0982,50.93,54.0509,54.9333
0.004492,33.9114,39.8763,47.0956,50.9274,54.0483,54.9307
0.004496,33.9088,39.8737,47.093,50.9248,54.0457,54.9281
0.0045,33.9062,39.8711,47.0903,50.9221,54.0431,54.9255
0.004504,33.9036,39.8685,47.0877,50.9195,54.0404,54.9229
0.004508,33.901,39.8658,47.0851,50.9169,54.0378,54.9203
0.004512,33.8984,39.8632,47.0825,50.9143,54.0352,54.9176
0.004516,33.8959,39.8606,47.0799,50.9117,54.0326,54.915
0.00452,33.8933,39.858,47.0773,50.9091,54.03,54.9124
0.004524,33.8907,39.8554,47.0747,50.9065,54.0274,54.9098
0.004528,33.8881,39.8528,47.0721,50.9039,54.0248,54.9072
0.004532,33.8855,39.8502,47.0695,50.9012,54.0222,54.9046
0.004536,33.883,39.8476,47.0668,50.8986,54.0196,54.902
0.00454,33.8804,39.845,47.0642,50.896,54.0169,54.8994
0.004544,33.8778,39.8424,47.0616,50.8934,54.0143,54.8968
0.004548,33.8752,39.8398,47.059,50.8908,54.0117,54.8942
0.004552,33.8727,39.8372,47.0564,50.8882,54.0091,54.8915
0.004556,33.8701,39.8346,47.0538,50.8856,54.0065,54.8889
0.00456,33.8675,39.8319,47.0512,50.883,54.0039,54.8863
0.004564,33.8649,39.8293,47.0486,50.8804,54.0013,54.8837
0.004568,33.8624,39.8267,47.046,50.8778,53.9987,54.8811
0.004572,33.8598,39.8241,47.0434,50.8752,53.9961,54.8785
0.004576,33.8572,39.8215,47.0408,50.8726,53.9935,54.8759
0.00458,33.8546,39.8189,47.0382,50.87,53.9909,54.8733
0.004584,33.8521,39.8163,47.0356,50.8674,53.9883,54.8707
0.004588,33.8495,39.8137,47.033,50.8648,53.9857,54.8681
0.004592,33.8469,39.8111,47.0304,50.8621,53.9831,54.8655
0.004596,33.8443,39.8085,47.0278,50.8595,53.9805,54.8629
0.0046,33.8418,39.8059,47.0251,50.8569,53.9779,54.8603
0.004604,33.8392,39.8033,47.0225,50.8543,53.9753,54.8577
0.004608,33.8366,39.8007,47.0199,50.8517,53.9726,54.8551
0.004612,33.834,39.7981,47.0173,50.8491,53.97,54.8525
0.004616,33.8315,39.7955,47.0147,50.8465,53.9674,54.8499
0.00462,33.8289,39.7929,47.0121,50.8439,53.9648,54.8473
0.004624,33.8263,39.7903,47.0095,50.8413,53.9622,54.8447
0.004628,33.8238,39.7877,47.0069,50.8387,53.9596,54.8421
0.004632,33.8212,39.7851,47.0043,50.8361,53.957,54.8395
0.004636,33.8186,39.7825,47.0017,50.8335,53.9544,54.8369
0.00464,33.8161,39.7799,46.9991,50.8309,53.9518,54.8343
0.004644,33.8135,39.7773,46.9965,50.8283,53.9492,54.8317
0.004648,33.8109,39.7747,46.9939,50.8257,53.9466,54.8291
0.004652,33.8084,39.7721,46.9913,50.8231,53.944,54.8265
0.004656,33.8058,39.7695,46.9887,50.8205,53.9414,54.8239
0.00466,33.8032,39.7669,46.9861,50.8179,53.9388,54.8213
0.004664,33.8007,39.7643,46.9835,50.8153,53.9363,54.8187
0.004668,33.7981,39.7617,46.9809,50.8127,53.9337,54.8161
0.004672,33.7955,39.7591,46.9784,50.8101,53.9311,54.8135
0.004676,33.793,39.7565,46.9758,50.8075,53.9285,54.8109
0.00468,33.7904,39.754,46.9732,50.805,53.9259,54.8083
0.004684,33.7878,39.7514,46.9706,50.8024,53.9233,54.8057
0.004688,33.7853,39.7488,46.968,50.7998,53.9207,54.8031
0.004692,33.7827,39.7462,46.9654,50.7972,53.9181,54.8005
0.004696,33.7801,39.7436,46.9628,50.7946,53.9155,54.7979
0.0047,33.7776,39.741,46.9602,50.792,53.9129,54.7953
0.004704,33.775,39.7384,46.9576,50.7894,53.9103,54.7927
0.004708,33.7725,39.7358,46.955,50.7868,53.9077,54.7901
0.004712,33.7699,39.7332,46.9524,50.7842,53.9051,54.7875
0.004716,33.7673,39.7306,46.9498,50.7816,53.9025,54.7849
0.00472,33.7648,39.728,46.9472,50.779,53.8999,54.7824
0.004724,33.7622,39.7254,46.9446,50.7764,53.8973,54.7798
0.004728,33.7597,39.7228,46.942,50.7738,53.8947,54.7772
0.004732,33.7571,39.7203,46.9394,50.7712,53.8921,54.7746
0.004736,33.7545,39.7177,46.9369,50.7686,53.8896,54.772
0.00474,33.752,39.7151,46.9343,50.7661,53.887,54.7694
0.004744,33.7494,39.7125,46.9317,50.7635,53.8844,54.7668
0.004748,33.7469,39.7099,46.9291,50.7609,53.8818,54.7642
0.004752,33.7443,39.7073,46.9265,50.7583,53.8792,54.7616
0.004756,33.7418,39.7047,46.9239,50.7557,53.8766,54.759
0.00476,33.7392,39.7021,46.9213,50.7531,53.874,54.7564
0.004764,33.7366,39.6996,46.9187,50.7505,53.8714,54.7539
0.004768,33.7341,39.697,46.9161,50.7479,53.8688,54.7513
0.004772,33.7315,39.6944,46.9136,50.7453,53.8663,54.7487
0.004776,33.729,39.6918,46.911,50.7428,53.8637,54.7461
0.00478,33.7264,39.6892,46.9084,50.7402,53.8611,54.7435
0.004784,33.7239,39.6866,46.9058,50.7376,53.8585,54.7409
0.004788,33.7213,39.684,46.9032,50.735,53.8559,54.7383
0.004792,33.7188,39.6815,46.9006,50.7324,53.8533,54.7358
0.004796,33.7162,39.6789,46.898,50.7298,53.8507,54.7332
0.0048,33.7137,39.6763,46.8955,50.7272,53.8482,54.7306
0.004804,33.7111,39.6737,46.8929,50.7247,53.8456,54.728
0.004808,33.7086,39.6711,46.8903,50.7221,53.843,54.7254
0.004812,33.706,39.6685,46.8877,50.7195,53.8404,54.7228
0.004816,33.7035,39.666,46.8851,50.7169,53.8378,54.7202
0.00482,33.7009,39.6634,46.8825,50.7143,53.8352,54.7177
0.004824,33.6984,39.6608,46.8799,50.7117,53.8327,54.7151
0.004828,33.6958,39.6582,46.8774,50.7092,53.8301,54.7125
0.004832,33.6933,39.6556,46.8748,50.7066,53.8275,54.7099
0.004836,33.6907,39.6531,46.8722,50.704,53.8249,54.7073
0.00484,33.6882,39.6505,46.8696,50.7014,53.8223,54.7048
0.004844,33.6856,39.6479,46.867,50.6988,53.8197,54.7022
0.004848,33.6831,39.6453,46.8645,50.6963,53.8172,54.6996
0.004852,33.6805,39.6427,46.8619,50.6937,53.8146,54.697
0.004856,33.678,39.6402,46.8593,50.6911,53.812,54.6944
0.00486,33.6754,39.6376,46.8567,50.6885,53.8094,54.6919
0.004864,33.6729,39.635,46.8541,50.6859,53.8068,54.6893
0.004868,33.6703,39.6324,46.8516,50.6834,53.8043,54.6867
0.004872,33.6678,39.6299,46.849,50.6808,53.8017,54.6841
0.004876,33.6652,39.6273,46.8464,50.6782,53.7991,54.6815
0.00488,33.6627,39.6247,46.8438,50.6756,53.7965,54.679
0.004884,33.6602,39.6221,46.8413,50.673,53.794,54.6764
0.004888,33.6576,39.6196,46.8387,50.6705,53.7914,54.6738
0.004892,33.6551,39.617,46.8361,50.6679,53.7888,54.6712
0.004896,33.6525,39.6144,46.8335,50.6653,53.7862,54.6687
0.0049,33.65,39.6118,46.8309,50.6627,53.7837,54.6661
0.004904,33.6474,39.6093,46.8284,50.6602,53.7811,54.6635
0.004908,33.6449,39.6067,46.8258,50.6576,53.7785,54.6609
0.004912,33.6424,39.6041,46.8232,50.655,53.7759,54.6584
0.004916,33.6398,39.6015,46.8207,50.6524,53.7734,54.6558
0.00492,33.6373,39.599,46.8181,50.6499,53.7708,54.6532
0.004924,33.6347,39.5964,46.8155,50.6473,53.7682,54.6506
0.004928,33.6322,39.5938,46.8129,50.6447,53.7656,54.6481
0.004932,33.6297,39.5913,46.8104,50.6421,53.7631,54.6455
0.004936,33.6271,39.5887,46.8078,50.6396,53.7605,54.6429
0.00494,33.6246,39.5861,46.8052,50.637,53.7579,54.6403
0.004944,33.622,39.5835,46.8026,50.6344,53.7553,54.6378
0.004948,33.6195,39.581,46.8001,50.6319,53.7528,54.6352
0.004952,33.617,39.5784,46.7975,50.6293,53.7502,54.6326
0.004956,33.6144,39.5758,46.7949,50.6267,53.7476,54.6301
0.00496,33.6119,39.5733,46.7924,50.6242,53.7451,54.6275
0.004964,33.6094,39.5707,46.7898,50.6216,53.7425,54.6249
0.004968,33.6068,39.5681,46.7872,50.619,53.7399,54.6224
0.004972,33.6043,39.5656,46.7847,50.6164,53.7374,54.6198
0.004976,33.6017,39.563,46.7821,50.6139,53.7348,54.6172
0.00498,33.5992,39.5604,46.7795,50.6113,53.7322,54.6146
0.004984,33.5967,39.5579,46.7769,50.6087,53.7297,54.6121
0.004988,33.5941,39.5553,46.7744,50.6062,53.7271,54.6095
0.004992,33.5916,39.5527,46.7718,50.6036,53.7245,54.6069
0.004996,33.5891,39.5502,46.7692,50.601,53.7219,54.6044
0.005,33.5865,39.5476,46.7667,50.5985,53.7194,54.6018
0.005004,33.584,39.545,46.7641,50.5959,53.7168,54.5992
0.005008,33.5815,39.5425,46.7615,50.5933,53.7143,54.5967
0.005012,33.5789,39.5399,46.759,50.5908,53.7117,54.5941
0.005016,33.5764,39.5373,46.7564,50.5882,53.7091,54.5915
0.00502,33.5739,39.5348,46.7539,50.5856,53.7066,54.589
0.005024,33.5714,39.5322,46.7513,50.5831,53.704,54.5864
0.005028,33.5688,39.5297,46.7487,50.5805,53.7014,54.5839
0.005032,33.5663,39.5271,46.7462,50.578,53.6989,54.5813
0.005036,33.5638,39.5245,46.7436,50.5754,53.6963,54.5787
0.00504,33.5612,39.522,46.741,50.5728,53.6937,54.5762
0.005044,33.5587,39.5194,46.7385,50.5703,53.6912,54.5736
0.005048,33.5562,39.5169,46.7359,50.5677,53.6886,54.571
0.005052,33.5537,39.5143,46.7333,50.5651,53.6861,54.5685
0.005056,33.5511,39.5117,46.7308,50.5626,53.6835,54.5659
0.00506,33.5486,39.5092,46.7282,50.56,53.6809,54.5634
0.005064,33.5461,39.5066,46.7257,50.5575,53.6784,54.5608
0.005068,33.5435,39.5041,46.7231,50.5549,53.6758,54.5582
0.005072,33.541,39.5015,46.7205,50.5523,53.6733,54.5557
0.005076,33.5385,39.4989,46.718,50.5498,53.6707,54.5531
0.00508,33.536,39.4964,46.7154,50.5472,53.6681,54.5506
0.005084,33.5334,39.4938,46.7129,50.5447,53.6656,54.548
0.005088,33.5309,39.4913,46.7103,50.5421,53.663,54.5454
0.005092,33.5284,39.4887,46.7078,50.5395,53.6605,54.5429
0.005096,33.5259,39.4862,46.7052,50.537,53.6579,54.5403
0.0051,33.5234,39.4836,46.7026,50.5344,53.6553,54.5378
0.005104,33.5208,39.481,46.7001,50.5319,53.6528,54.5352
