x,numeric,exacte
0.00964,52.2138,52.2085
0.009644,52.2117,52.2063
0.009648,52.2095,52.2042
0.009652,52.2074,52.202
0.009656,52.2052,52.1999
0.00966,52.2031,52.1977
0.009664,52.2009,52.1956
0.009668,52.1987,52.1934
0.009672,52.1966,52.1913
0.009676,52.1944,52.1891
0.00968,52.1923,52.187
0.009684,52.1901,52.1848
0.009688,52.188,52.1827
0.009692,52.1858,52.1805
0.009696,52.1837,52.1783
0.0097,52.1815,52.1762
0.009704,52.1794,52.174
0.009708,52.1772,52.1719
0.009712,52.1751,52.1697
0.009716,52.1729,52.1676
0.00972,52.1708,52.1654
0.009724,52.1686,52.1633
0.009728,52.1665,52.1611
0.009732,52.1643,52.159
0.009736,52.1622,52.1569
0.00974,52.16,52.1547
0.009744,52.1579,52.1526
0.009748,52.1557,52.1504
0.009752,52.1536,52.1483
0.009756,52.1514,52.1461
0.00976,52.1493,52.144
0.009764,52.1471,52.1418
0.009768,52.145,52.1397
0.009772,52.1429,52.1375
0.009776,52.1407,52.1354
0.00978,52.1386,52.1332
0.009784,52.1364,52.1311
0.009788,52.1343,52.129
0.009792,52.1321,52.1268
0.009796,52.13,52.1247
0.0098,52.1278,52.1225
0.009804,52.1257,52.1204
0.009808,52.1236,52.1182
0.009812,52.1214,52.1161
0.009816,52.1193,52.114
0.00982,52.1171,52.1118
0.009824,52.115,52.1097
0.009828,52.1129,52.1075
0.009832,52.1107,52.1054
0.009836,52.1086,52.1033
0.00984,52.1064,52.1011
0.009844,52.1043,52.099
0.009848,52.1022,52.0968
0.009852,52.1,52.0947
0.009856,52.0979,52.0926
0.00986,52.0957,52.0904
0.009864,52.0936,52.0883
0.009868,52.0915,52.0861
0.009872,52.0893,52.084
0.009876,52.0872,52.0819
0.00988,52.0851,52.0797
0.009884,52.0829,52.0776
0.009888,52.0808,52.0755
0.009892,52.0787,52.0733
0.009896,52.0765,52.0712
0.0099,52.0744,52.0691
0.009904,52.0723,52.0669
0.009908,52.0701,52.0648
0.009912,52.068,52.0627
0.009916,52.0659,52.0605
0.00992,52.0637,52.0584
0.009924,52.0616,52.0563
0.009928,52.0595,52.0541
0.009932,52.0573,52.052
0.009936,52.0552,52.0499
0.00994,52.0531,52.0477
0.009944,52.0509,52.0456
0.009948,52.0488,52.0435
0.009952,52.0467,52.0413
0.009956,52.0445,52.0392
0.00996,52.0424,52.0371
0.009964,52.0403,52.035
0.009968,52.0382,52.0328
0.009972,52.036,52.0307
0.009976,52.0339,52.0286
0.00998,52.0318,52.0264
0.009984,52.0296,52.0243
0.009988,52.0275,52.0222
0.009992,52.0254,52.0201
0.009996,52.0233,52.0179
0.01,52.0211,52.0158
0.010004,52.019,52.0137
0.010008,52.0169,52.0116
0.010012,52.0148,52.0094
0.010016,52.0126,52.0073
0.01002,52.0105,52.0052
0.010024,52.0084,52.0031
0.010028,52.0063,52.0009
0.010032,52.0041,51.9988
0.010036,52.002,51.9967
0.01004,51.9999,51.9946
0.010044,51.9978,51.9925
0.010048,51.9956,51.9903
0.010052,51.9935,51.9882
0.010056,51.9914,51.9861
0.01006,51.9893,51.984
0.010064,51.9872,51.9818
0.010068,51.985,51.9797
0.010072,51.9829,51.9776
0.010076,51.9808,51.9755
0.01008,51.9787,51.9734
0.010084,51.9766,51.9712
0.010088,51.9744,51.9691
0.010092,51.9723,51.967
0.010096,51.9702,51.9649
0.0101,51.9681,51.9628
0.010104,51.966,51.9607
0.010108,51.9639,51.9585
0.010112,51.9617,51.9564
0.010116,51.9596,51.9543
0.01012,51.9575,51.9522
0.010124,51.9554,51.9501
0.010128,51.9533,51.948
0.010132,51.9512,51.9458
0.010136,51.9491,51.9437
0.01014,51.9469,51.9416
0.010144,51.9448,51.9395
0.010148,51.9427,51.9374
0.010152,51.9406,51.9353
0.010156,51.9385,51.9332
0.01016,51.9364,51.9311
0.010164,51.9343,51.9289
0.010168,51.9321,51.9268
0.010172,51.93,51.9247
0.010176,51.9279,51.9226
0.01018,51.9258,51.9205
0.010184,51.9237,51.9184
0.010188,51.9216,51.9163
0.010192,51.9195,51.9142
0.010196,51.9174,51.9121
0.0102,51.9153,51.9099
0.010204,51.9132,51.9078
0.010208,51.911,51.9057
0.010212,51.9089,51.9036
0.010216,51.9068,51.9015
0.01022,51.9047,51.8994
0.010224,51.9026,51.8973
0.010228,51.9005,51.8952
0.010232,51.8984,51.8931
0.010236,51.8963,51.891
0.01024,51.8942,51.8889
0.010244,51.8921,51.8868
0.010248,51.89,51.8847
0.010252,51.8879,51.8826
0.010256,51.8858,51.8805
0.01026,51.8837,51.8784
0.010264,51.8816,51.8762
0.010268,51.8795,51.8741
0.010272,51.8774,51.872
0.010276,51.8753,51.8699
0.01028,51.8732,51.8678
0.010284,51.8711,51.8657
0.010288,51.8689,51.8636
0.010292,51.8668,51.8615
0.010296,51.8647,51.8594
0.0103,51.8626,51.8573
0.010304,51.8605,51.8552
0.010308,51.8584,51.8531
0.010312,51.8563,51.851
0.010316,51.8542,51.8489
0.01032,51.8521,51.8468
0.010324,51.85,51.8447
0.010328,51.8479,51.8426
0.010332,51.8459,51.8405
0.010336,51.8438,51.8384
0.01034,51.8417,51.8363
0.010344,51.8396,51.8342
0.010348,51.8375,51.8321
0.010352,51.8354,51.83
0.010356,51.8333,51.828
0.01036,51.8312,51.8259
0.010364,51.8291,51.8238
0.010368,51.827,51.8217
0.010372,51.8249,51.8196
0.010376,51.8228,51.8175
0.01038,51.8207,51.8154
0.010384,51.8186,51.8133
0.010388,51.8165,51.8112
0.010392,51.8144,51.8091
0.010396,51.8123,51.807
0.0104,51.8102,51.8049
0.010404,51.8081,51.8028
0.010408,51.8061,51.8007
0.010412,51.804,51.7986
0.010416,51.8019,51.7966
0.01042,51.7998,51.7945
0.010424,51.7977,51.7924
0.010428,51.7956,51.7903
0.010432,51.7935,51.7882
0.010436,51.7914,51.7861
0.01044,51.7893,51.784
0.010444,51.7872,51.7819
0.010448,51.7852,51.7798
0.010452,51.7831,51.7778
0.010456,51.781,51.7757
0.01046,51.7789,51.7736
0.010464,51.7768,51.7715
0.010468,51.7747,51.7694
0.010472,51.7726,51.7673
0.010476,51.7705,51.7652
0.01048,51.7685,51.7631
0.010484,51.7664,51.7611
0.010488,51.7643,51.759
0.010492,51.7622,51.7569
0.010496,51.7601,51.7548
0.0105,51.758,51.7527
0.010504,51.756,51.7506
0.010508,51.7539,51.7486
0.010512,51.7518,51.7465
0.010516,51.7497,51.7444
0.01052,51.7476,51.7423
0.010524,51.7455,51.7402
0.010528,51.7435,51.7381
0.010532,51.7414,51.7361
0.010536,51.7393,51.734
0.01054,51.7372,51.7319
0.010544,51.7351,51.7298
0.010548,51.7331,51.7277
0.010552,51.731,51.7257
0.010556,51.7289,51.7236
0.01056,51.7268,51.7215
0.010564,51.7247,51.7194
0.010568,51.7227,51.7173
0.010572,51.7206,51.7153
0.010576,51.7185,51.7132
0.01058,51.7164,51.7111
0.010584,51.7143,51.709
0.010588,51.7123,51.707
0.010592,51.7102,51.7049
0.010596,51.7081,51.7028
0.0106,51.706,51.7007
0.010604,51.704,51.6987
0.010608,51.7019,51.6966
0.010612,51.6998,51.6945
0.010616,51.6977,51.6924
0.01062,51.6957,51.6904
0.010624,51.6936,51.6883
0.010628,51.6915,51.6862
0.010632,51.6895,51.6841
0.010636,51.6874,51.6821
0.01064,51.6853,51.68
0.010644,51.6832,51.6779
0.010648,51.6812,51.6758
0.010652,51.6791,51.6738
0.010656,51.677,51.6717
0.01066,51.6749,51.6696
0.010664,51.6729,51.6676
0.010668,51.6708,51.6655
0.010672,51.6687,51.6634
0.010676,51.6667,51.6614
0.01068,51.6646,51.6593
0.010684,51.6625,51.6572
0.010688,51.6605,51.6552
0.010692,51.6584,51.6531
0.010696,51.6563,51.651
0.0107,51.6543,51.6489
0.010704,51.6522,51.6469
0.010708,51.6501,51.6448
0.010712,51.6481,51.6428
0.010716,51.646,51.6407
0.01072,51.6439,51.6386
0.010724,51.6419,51.6366
0.010728,51.6398,51.6345
0.010732,51.6377,51.6324
0.010736,51.6357,51.6304
0.01074,51.6336,51.6283
0.010744,51.6315,51.6262
0.010748,51.6295,51.6242
0.010752,51.6274,51.6221
0.010756,51.6254,51.62
0.01076,51.6233,51.618
0.010764,51.6212,51.6159
0.010768,51.6192,51.6139
0.010772,51.6171,51.6118
0.010776,51.615,51.6097
0.01078,51.613,51.6077
0.010784,51.6109,51.6056
0.010788,51.6089,51.6036
0.010792,51.6068,51.6015
0.010796,51.6047,51.5994
0.0108,51.6027,51.5974
0.010804,51.6006,51.5953
0.010808,51.5986,51.5933
0.010812,51.5965,51.5912
0.010816,51.5945,51.5891
0.01082,51.5924,51.5871
0.010824,51.5903,51.585
0.010828,51.5883,51.583
0.010832,51.5862,51.5809
0.010836,51.5842,51.5789
0.01084,51.5821,51.5768
0.010844,51.5801,51.5748
0.010848,51.578,51.5727
0.010852,51.576,51.5706
0.010856,51.5739,51.5686
0.01086,51.5718,51.5665
0.010864,51.5698,51.5645
0.010868,51.5677,51.5624
0.010872,51.5657,51.5604
0.010876,51.5636,51.5583
0.01088,51.5616,51.5563
0.010884,51.5595,51.5542
0.010888,51.5575,51.5522
0.010892,51.5554,51.5501
0.010896,51.5534,51.5481
0.0109,51.5513,51.546
0.010904,51.5493,51.544
0.010908,51.5472,51.5419
0.010912,51.5452,51.5399
0.010916,51.5431,51.5378
0.01092,51.5411,51.5358
0.010924,51.539,51.5337
0.010928,51.537,51.5317
0.010932,51.5349,51.5296
0.010936,51.5329,51.5276
0.01094,51.5308,51.5255
0.010944,51.5288,51.5235
0.010948,51.5267,51.5214
0.010952,51.5247,51.5194
0.010956,51.5226,51.5173
0.01096,51.5206,51.5153
0.010964,51.5186,51.5132
0.010968,51.5165,51.5112
0.010972,51.5145,51.5092
0.010976,51.5124,51.5071
0.01098,51.5104,51.5051
0.010984,51.5083,51.503
0.010988,51.5063,51.501
0.010992,51.5042,51.4989
0.010996,51.5022,51.4969
0.011,51.5002,51.4949
0.011004,51.4981,51.4928
0.011008,51.4961,51.4908
0.011012,51.494,51.4887
0.011016,51.492,51.4867
0.01102,51.49,51.4846
0.011024,51.4879,51.4826
0.011028,51.4859,51.4806
0.011032,51.4838,51.4785
0.011036,51.4818,51.4765
0.01104,51.4798,51.4745
0.011044,51.4777,51.4724
0.011048,51.4757,51.4704
0.011052,51.4736,51.4683
0.011056,51.4716,51.4663
0.01106,51.4696,51.4643
0.011064,51.4675,51.4622
0.011068,51.4655,51.4602
0.011072,51.4635,51.4582
0.011076,51.4614,51.4561
0.01108,51.4594,51.4541
0.011084,51.4574,51.452
0.011088,51.4553,51.45
0.011092,51.4533,51.448
0.011096,51.4512,51.4459
0.0111,51.4492,51.4439
0.011104,51.4472,51.4419
0.011108,51.4451,51.4398
0.011112,51.4431,51.4378
0.011116,51.4411,51.4358
0.01112,51.439,51.4337
0.011124,51.437,51.4317
0.011128,51.435,51.4297
0.011132,51.433,51.4276
0.011136,51.4309,51.4256
0.01114,51.4289,51.4236
0.011144,51.4269,51.4216
0.011148,51.4248,51.4195
0.011152,51.4228,51.4175
0.011156,51.4208,51.4155
0.01116,51.4187,51.4134
0.011164,51.4167,51.4114
0.011168,51.4147,51.4094
0.011172,51.4127,51.4074
0.011176,51.4106,51.4053
0.01118,51.4086,51.4033
0.011184,51.4066,51.4013
0.011188,51.4045,51.3992
0.011192,51.4025,51.3972
0.011196,51.4005,51.3952
0.0112,51.3985,51.3932
0.011204,51.3964,51.3911
0.011208,51.3944,51.3891
0.011212,51.3924,51.3871
0.011216,51.3904,51.3851
0.01122,51.3883,51.383
0.011224,51.3863,51.381
0.011228,51.3843,51.379
0.011232,51.3823,51.377
0.011236,51.3803,51.3749
0.01124,51.3782,51.3729
0.011244,51.3762,51.3709
0.011248,51.3742,51.3689
0.011252,51.3722,51.3669
0.011256,51.3701,51.3648
0.01126,51.3681,51.3628
0.011264,51.3661,51.3608
0.011268,51.3641,51.3588
0.011272,51.3621,51.3568
0.011276,51.36,51.3547
0.01128,51.358,51.3527
0.011284,51.356,51.3507
0.011288,51.354,51.3487
0.011292,51.352,51.3467
0.011296,51.3499,51.3446
0.0113,51.3479,51.3426
0.011304,51.3459,51.3406
0.011308,51.3439,51.3386
0.011312,51.3419,51.3366
0.011316,51.3399,51.3346
0.01132,51.3378,51.3325
0.011324,51.3358,51.3305
0.011328,51.3338,51.3285
0.011332,51.3318,51.3265
0.011336,51.3298,51.3245
0.01134,51.3278,51.3225
0.011344,51.3258,51.3205
0.011348,51.3237,51.3184
0.011352,51.3217,51.3164
0.011356,51.3197,51.3144
0.01136,51.3177,51.3124
0.011364,51.3157,51.3104
0.011368,51.3137,51.3084
0.011372,51.3117,51.3064
0.011376,51.3097,51.3044
0.01138,51.3077,51.3023
0.011384,51.3056,51.3003
0.011388,51.3036,51.2983
0.011392,51.3016,51.2963
0.011396,51.2996,51.2943
0.0114,51.2976,51.2923
0.011404,51.2956,51.2903
0.011408,51.2936,51.2883
0.011412,51.2916,51.2863
0.011416,51.2896,51.2843
0.01142,51.2876,51.2823
0.011424,51.2856,51.2803
0.011428,51.2835,51.2782
0.011432,51.2815,51.2762
0.011436,51.2795,51.2742
0.01144,51.2775,51.2722
0.011444,51.2755,51.2702
0.011448,51.2735,51.2682
0.011452,51.2715,51.2662
0.011456,51.2695,51.2642
0.01146,51.2675,51.2622
0.011464,51.2655,51.2602
0.011468,51.2635,51.2582
0.011472,51.2615,51.2562
0.011476,51.2595,51.2542
0.01148,51.2575,51.2522
0.011484,51.2555,51.2502
0.011488,51.2535,51.2482
0.011492,51.2515,51.2462
0.011496,51.2495,51.2442
0.0115,51.2475,51.2422
0.011504,51.2455,51.2402
0.011508,51.2435,51.2382
0.011512,51.2415,51.2362
0.011516,51.2395,51.2342
0.01152,51.2375,51.2322
0.011524,51.2355,51.2302
0.011528,51.2335,51.2282
0.011532,51.2315,51.2262
0.011536,51.2295,51.2242
0.01154,51.2275,51.2222
0.011544,51.2255,51.2202
0.011548,51.2235,51.2182
0.011552,51.2215,51.2162
0.011556,51.2195,51.2142
0.01156,51.2175,51.2122
0.011564,51.2155,51.2102
0.011568,51.2135,51.2082
0.011572,51.2115,51.2062
0.011576,51.2095,51.2042
0.01158,51.2075,51.2022
0.011584,51.2055,51.2002
0.011588,51.2035,51.1982
0.011592,51.2015,51.1962
0.011596,51.1996,51.1943
0.0116,51.1976,51.1923
0.011604,51.1956,51.1903
0.011608,51.1936,51.1883
0.011612,51.1916,51.1863
0.011616,51.1896,51.1843
0.01162,51.1876,51.1823
0.011624,51.1856,51.1803
0.011628,51.1836,51.1783
0.011632,51.1816,51.1763
0.011636,51.1796,51.1743
0.01164,51.1776,51.1723
0.011644,51.1757,51.1704
0.011648,51.1737,51.1684
0.011652,51.1717,51.1664
0.011656,51.1697,51.1644
0.01166,51.1677,51.1624
0.011664,51.1657,51.1604
0.011668,51.1637,51.1584
0.011672,51.1617,51.1564
0.011676,51.1598,51.1545
0.01168,51.1578,51.1525
0.011684,51.1558,51.1505
0.011688,51.1538,51.1485
0.011692,51.1518,51.1465
0.011696,51.1498,51.1445
0.0117,51.1478,51.1425
0.011704,51.1459,51.1406
0.011708,51.1439,51.1386
0.011712,51.1419,51.1366
0.011716,51.1399,51.1346
0.01172,51.1379,51.1326
0.011724,51.1359,51.1306
0.011728,51.134,51.1287
0.011732,51.132,51.1267
0.011736,51.13,51.1247
0.01174,51.128,51.1227
0.011744,51.126,51.1207
0.011748,51.1241,51.1188
0.011752,51.1221,51.1168
0.011756,51.1201,51.1148
0.01176,51.1181,51.1128
0.011764,51.1161,51.1108
0.011768,51.1142,51.1089
0.011772,51.1122,51.1069
0.011776,51.1102,51.1049
0.01178,51.1082,51.1029
0.011784,51.1062,51.1009
0.011788,51.1043,51.099
0.011792,51.1023,51.097
0.011796,51.1003,51.095
0.0118,51.0983,51.093
0.011804,51.0964,51.0911
0.011808,51.0944,51.0891
0.011812,51.0924,51.0871
0.011816,51.0904,51.0851
0.01182,51.0885,51.0832
0.011824,51.0865,51.0812
0.011828,51.0845,51.0792
0.011832,51.0825,51.0772
0.011836,51.0806,51.0753
0.01184,51.0786,51.0733
0.011844,51.0766,51.0713
0.011848,51.0746,51.0693
0.011852,51.0727,51.0674
0.011856,51.0707,51.0654
0.01186,51.0687,51.0634
0.011864,51.0668,51.0615
0.011868,51.0648,51.0595
0.011872,51.0628,51.0575
0.011876,51.0608,51.0556
0.01188,51.0589,51.0536
0.011884,51.0569,51.0516
0.011888,51.0549,51.0496
0.011892,51.053,51.0477
0.011896,51.051,51.0457
0.0119,51.049,51.0437
0.011904,51.0471,51.0418
0.011908,51.0451,51.0398
0.011912,51.0431,51.0378
0.011916,51.0412,51.0359
0.01192,51.0392,51.0339
0.011924,51.0372,51.0319
0.011928,51.0353,51.03
0.011932,51.0333,51.028
0.011936,51.0313,51.026
0.01194,51.0294,51.0241
0.011944,51.0274,51.0221
0.011948,51.0254,51.0201
0.011952,51.0235,51.0182
0.011956,51.0215,51.0162
0.01196,51.0196,51.0143
0.011964,51.0176,51.0123
0.011968,51.0156,51.0103
0.011972,51.0137,51.0084
0.011976,51.0117,51.0064
0.01198,51.0097,51.0044
0.011984,51.0078,51.0025
0.011988,51.0058,51.0005
0.011992,51.0039,50.9986
0.011996,51.0019,50.9966
0.012,50.9999,50.9946
0.012004,50.998,50.9927
0.012008,50.996,50.9907
0.012012,50.9941,50.9888
0.012016,50.9921,50.9868
0.01202,50.9901,50.9848
0.012024,50.9882,50.9829
0.012028,50.9862,50.9809
0.012032,50.9843,50.979
0.012036,50.9823,50.977
0.01204,50.9804,50.9751
0.012044,50.9784,50.9731
0.012048,50.9764,50.9711
0.012052,50.9745,50.9692
0.012056,50.9725,50.9672
0.01206,50.9706,50.9653
0.012064,50.9686,50.9633
0.012068,50.9667,50.9614
0.012072,50.9647,50.9594
0.012076,50.9628,50.9575
0.01208,50.9608,50.9555
0.012084,50.9589,50.9536
0.012088,50.9569,50.9516
0.012092,50.9549,50.9496
0.012096,50.953,50.9477
0.0121,50.951,50.9457
0.012104,50.9491,50.9438
0.012108,50.9471,50.9418
0.012112,50.9452,50.9399
0.012116,50.9432,50.9379
0.01212,50.9413,50.936
0.012124,50.9393,50.934
0.012128,50.9374,50.9321
0.012132,50.9354,50.9301
0.012136,50.9335,50.9282
0.01214,50.9315,50.9262
0.012144,50.9296,50.9243
0.012148,50.9276,50.9223
0.012152,50.9257,50.9204
0.012156,50.9238,50.9185
0.01216,50.9218,50.9165
0.012164,50.9199,50.9146
0.012168,50.9179,50.9126
0.012172,50.916,50.9107
0.012176,50.914,50.9087
0.01218,50.9121,50.9068
0.012184,50.9101,50.9048
0.012188,50.9082,50.9029
0.012192,50.9062,50.9009
0.012196,50.9043,50.899
0.0122,50.9024,50.8971
0.012204,50.9004,50.8951
0.012208,50.8985,50.8932
0.012212,50.8965,50.8912
0.012216,50.8946,50.8893
0.01222,50.8926,50.8873
0.012224,50.8907,50.8854
0.012228,50.8888,50.8835
0.012232,50.8868,50.8815
0.012236,50.8849,50.8796
0.01224,50.8829,50.8776
0.012244,50.881,50.8757
0.012248,50.8791,50.8738
0.012252,50.8771,50.8718
0.012256,50.8752,50.8699
0.01226,50.8732,50.8679
0.012264,50.8713,50.866
0.012268,50.8694,50.8641
0.012272,50.8674,50.8621
0.012276,50.8655,50.8602
0.01228,50.8635,50.8582
0.012284,50.8616,50.8563
0.012288,50.8597,50.8544
0.012292,50.8577,50.8524
0.012296,50.8558,50.8505
0.0123,50.8539,50.8486
0.012304,50.8519,50.8466
0.012308,50.85,50.8447
0.012312,50.8481,50.8428
0.012316,50.8461,50.8408
0.01232,50.8442,50.8389
0.012324,50.8423,50.837
0.012328,50.8403,50.835
0.012332,50.8384,50.8331
0.012336,50.8365,50.8312
0.01234,50.8345,50.8292
0.012344,50.8326,50.8273
0.012348,50.8307,50.8254
0.012352,50.8287,50.8234
0.012356,50.8268,50.8215
0.01236,50.8249,50.8196
0.012364,50.8229,50.8176
0.012368,50.821,50.8157
0.012372,50.8191,50.8138
0.012376,50.8172,50.8119
0.01238,50.8152,50.8099
0.012384,50.8133,50.808
0.012388,50.8114,50.8061
0.012392,50.8094,50.8041
0.012396,50.8075,50.8022
0.0124,50.8056,50.8003
0.012404,50.8037,50.7984
0.012408,50.8017,50.7964
0.012412,50.7998,50.7945
0.012416,50.7979,50.7926
0.01242,50.7959,50.7907
0.012424,50.794,50.7887
0.012428,50.7921,50.7868
0.012432,50.7902,50.7849
0.012436,50.7882,50.783
0.01244,50.7863,50.781
0.012444,50.7844,50.7791
0.012448,50.7825,50.7772
0.012452,50.7806,50.7753
0.012456,50.7786,50.7733
0.01246,50.7767,50.7714
0.012464,50.7748,50.7695
0.012468,50.7729,50.7676
0.012472,50.7709,50.7656
0.012476,50.769,50.7637
0.01248,50.7671,50.7618
0.012484,50.7652,50.7599
0.012488,50.7633,50.758
0.012492,50.7613,50.756
0.012496,50.7594,50.7541
0.0125,50.7575,50.7522
0.012504,50.7556,50.7503
0.012508,50.7537,50.7484
0.012512,50.7517,50.7464
0.012516,50.7498,50.7445
0.01252,50.7479,50.7426
0.012524,50.746,50.7407
0.012528,50.7441,50.7388
0.012532,50.7422,50.7369
0.012536,50.7402,50.7349
0.01254,50.7383,50.733
0.012544,50.7364,50.7311
0.012548,50.7345,50.7292
0.012552,50.7326,50.7273
0.012556,50.7307,50.7254
0.01256,50.7287,50.7235
0.012564,50.7268,50.7215
0.012568,50.7249,50.7196
0.012572,50.723,50.7177
0.012576,50.7211,50.7158
0.01258,50.7192,50.7139
0.012584,50.7173,50.712
0.012588,50.7154,50.7101
0.012592,50.7134,50.7081
0.012596,50.7115,50.7062
0.0126,50.7096,50.7043
0.012604,50.7077,50.7024
0.012608,50.7058,50.7005
0.012612,50.7039,50.6986
0.012616,50.702,50.6967
0.01262,50.7001,50.6948
0.012624,50.6982,50.6929
0.012628,50.6963,50.691
0.012632,50.6943,50.689
0.012636,50.6924,50.6871
0.01264,50.6905,50.6852
0.012644,50.6886,50.6833
0.012648,50.6867,50.6814
0.012652,50.6848,50.6795
0.012656,50.6829,50.6776
0.01266,50.681,50.6757
0.012664,50.6791,50.6738
0.012668,50.6772,50.6719
0.012672,50.6753,50.67
0.012676,50.6734,50.6681
0.01268,50.6715,50.6662
0.012684,50.6696,50.6643
0.012688,50.6677,50.6624
0.012692,50.6658,50.6605
0.012696,50.6638,50.6586
0.0127,50.6619,50.6567
0.012704,50.66,50.6547
0.012708,50.6581,50.6528
0.012712,50.6562,50.6509
0.012716,50.6543,50.649
0.01272,50.6524,50.6471
0.012724,50.6505,50.6452
0.012728,50.6486,50.6433
0.012732,50.6467,50.6414
0.012736,50.6448,50.6395
0.01274,50.6429,50.6376
0.012744,50.641,50.6357
0.012748,50.6391,50.6338
0.012752,50.6372,50.6319
0.012756,50.6353,50.63
0.01276,50.6334,50.6281
0.012764,50.6315,50.6262
0.012768,50.6296,50.6243
0.012772,50.6277,50.6224
0.012776,50.6258,50.6206
0.01278,50.6239,50.6187
0.012784,50.6221,50.6168
0.012788,50.6202,50.6149
0.012792,50.6183,50.613
0.012796,50.6164,50.6111
0.0128,50.6145,50.6092
0.012804,50.6126,50.6073
0.012808,50.6107,50.6054
0.012812,50.6088,50.6035
0.012816,50.6069,50.6016
0.01282,50.605,50.5997
0.012824,50.6031,50.5978
0.012828,50.6012,50.5959
0.012832,50.5993,50.594
0.012836,50.5974,50.5921
0.01284,50.5955,50.5902
0.012844,50.5936,50.5884
0.012848,50.5918,50.5865
0.012852,50.5899,50.5846
0.012856,50.588,50.5827
0.01286,50.5861,50.5808
0.012864,50.5842,50.5789
0.012868,50.5823,50.577
0.012872,50.5804,50.5751
0.012876,50.5785,50.5732
0.01288,50.5766,50.5713
0.012884,50.5747,50.5695
0.012888,50.5729,50.5676
0.012892,50.571,50.5657
0.012896,50.5691,50.5638
0.0129,50.5672,50.5619
0.012904,50.5653,50.56
0.012908,50.5634,50.5581
0.012912,50.5615,50.5562
0.012916,50.5597,50.5544
0.01292,50.5578,50.5525
0.012924,50.5559,50.5506
0.012928,50.554,50.5487
0.012932,50.5521,50.5468
0.012936,50.5502,50.5449
0.01294,50.5483,50.5431
0.012944,50.5465,50.5412
0.012948,50.5446,50.5393
0.012952,50.5427,50.5374
0.012956,50.5408,50.5355
0.01296,50.5389,50.5336
0.012964,50.537,50.5318
0.012968,50.5352,50.5299
0.012972,50.5333,50.528
0.012976,50.5314,50.5261
0.01298,50.5295,50.5242
0.012984,50.5276,50.5224
0.012988,50.5258,50.5205
0.012992,50.5239,50.5186
0.012996,50.522,50.5167
0.013,50.5201,50.5148
0.013004,50.5182,50.513
0.013008,50.5164,50.5111
0.013012,50.5145,50.5092
0.013016,50.5126,50.5073
0.01302,50.5107,50.5054
0.013024,50.5089,50.5036
0.013028,50.507,50.5017
0.013032,50.5051,50.4998
0.013036,50.5032,50.4979
0.01304,50.5014,50.4961
0.013044,50.4995,50.4942
0.013048,50.4976,50.4923
0.013052,50.4957,50.4904
0.013056,50.4939,50.4886
0.01306,50.492,50.4867
0.013064,50.4901,50.4848
0.013068,50.4882,50.4829
0.013072,50.4864,50.4811
0.013076,50.4845,50.4792
0.01308,50.4826,50.4773
0.013084,50.4807,50.4754
0.013088,50.4789,50.4736
0.013092,50.477,50.4717
0.013096,50.4751,50.4698
0.0131,50.4733,50.468
0.013104,50.4714,50.4661
0.013108,50.4695,50.4642
0.013112,50.4676,50.4624
0.013116,50.4658,50.4605
0.01312,50.4639,50.4586
0.013124,50.462,50.4567
0.013128,50.4602,50.4549
0.013132,50.4583,50.453
0.013136,50.4564,50.4511
0.01314,50.4546,50.4493
0.013144,50.4527,50.4474
0.013148,50.4508,50.4455
0.013152,50.449,50.4437
0.013156,50.4471,50.4418
0.01316,50.4452,50.4399
0.013164,50.4434,50.4381
0.013168,50.4415,50.4362
0.013172,50.4396,50.4343
0.013176,50.4378,50.4325
0.01318,50.4359,50.4306
0.013184,50.434,50.4287
0.013188,50.4322,50.4269
0.013192,50.4303,50.425
0.013196,50.4284,50.4232
0.0132,50.4266,50.4213
0.013204,50.4247,50.4194
0.013208,50.4229,50.4176
0.013212,50.421,50.4157
0.013216,50.4191,50.4138
0.01322,50.4173,50.412
0.013224,50.4154,50.4101
0.013228,50.4136,50.4083
0.013232,50.4117,50.4064
0.013236,50.4098,50.4045
0.01324,50.408,50.4027
0.013244,50.4061,50.4008
0.013248,50.4043,50.399
0.013252,50.4024,50.3971
0.013256,50.4005,50.3952
0.01326,50.3987,50.3934
0.013264,50.3968,50.3915
0.013268,50.395,50.3897
0.013272,50.3931,50.3878
0.013276,50.3913,50.386
0.01328,50.3894,50.3841
0.013284,50.3875,50.3822
0.013288,50.3857,50.3804
0.013292,50.3838,50.3785
0.013296,50.382,50.3767
0.0133,50.3801,50.3748
0.013304,50.3783,50.373
0.013308,50.3764,50.3711
0.013312,50.3746,50.3693
0.013316,50.3727,50.3674
0.01332,50.3708,50.3656
0.013324,50.369,50.3637
0.013328,50.3671,50.3618
0.013332,50.3653,50.36
0.013336,50.3634,50.3581
0.01334,50.3616,50.3563
0.013344,50.3597,50.3544
0.013348,50.3579,50.3526
0.013352,50.356,50.3507
0.013356,50.3542,50.3489
0.01336,50.3523,50.347
0.013364,50.3505,50.3452
0.013368,50.3486,50.3433
0.013372,50.3468,50.3415
0.013376,50.3449,50.3396
0.01338,50.3431,50.3378
0.013384,50.3412,50.3359
0.013388,50.3394,50.3341
0.013392,50.3375,50.3323
0.013396,50.3357,50.3304
0.0134,50.3338,50.3286
0.013404,50.332,50.3267
0.013408,50.3302,50.3249
0.013412,50.3283,50.323
